Title	Path	Author	Servings	Ingredients	Procedure
Tokyo Glazed Carrots Recipe | Sur La Table	Home /Recipes/Side Dishes/Vegetables/Tokyo Glazed Carrots	By Stephanie Izzard	Makes 4 servings	 <uk> 1lb colorful baby carrots, split in half lengthwise  ¼ cup This Little Goat Went to Tokyo 2 Tbsp unsalted butter 	Melt butter and Tokyo sauce together. Toss carrots in glaze. Roast at 350 degrees for 25 minutes or until fork tender.	
Truffles Recipe | Sur La Table	Home /Recipes/Desserts/Confections/Truffles	By Valrhona		  5 &#8531; ounces (&#8532; cup) heavy cream 6.75 ounces Valrhona Baking Dark chocolate 1 ounce butter, room temperature 1 ounce honey Valrhona Cocoa Powder for dusting   	Dark Chocolate Ganache: Boil the cream and the honey. Pour &#8531; of this mixture over the chocolate. With a spatula, mix rapidly to obtain a smooth and glossy texture. Gradually add the remaining cream, making sure to keep the smooth and glossy emulsion. Mix until the chocolate is completely emulsified. Stir in softened butter and mix thoroughly. Leave to chill until set.  Assembly: Put in piping bag (If you cannot find a piping bag, fill a large zipper bag and cut a small hole in one of the corners of the bottom of the bag). Pipe small balls on the greaseproof paper chill. Roll ball between your hands to make a regular shape. Roll in Valrhona Cocoa Powder.  Chef&#8217;s tip: If the truffles are not for children, you can add 1 ounce of your preferred alcohol after the addition of butter.  	
Raspberry Sauce Recipe | Sur La Table		By Recipe developed for Sur La Table's Cooking Classes	Makes about 2½ cups	  2 cups fresh or frozen raspberries ¼ cup kirsh or framboise (raspberry liqueur) or eau-de-vie 1 cup confectioners&#8217; sugar 3 tablespoons fresh lemon juice 3 tablespoons raspberry jam 	A great accompaniment to pound cake, ice cream or cheesecake.  Puree all the ingredients in a food processor and strain to remove the seeds.  Store the salt in the refrigerator covered. Can be prepared 2-days ahead.  	
Cedar-Plank Honey-Bourbon Nectarines Recipe | Sur La Table	Home /Recipes/Desserts/Dessert Sauces/Cedar-Plank Honey-Bourbon Nectarines	By Tested and perfected in the Sur la Table kitchen	Makes 4 servings	  2 cedar planks  &#8532; cup bourbon ¼ cup honey ½ teaspoon freshly ground black pepper 4 ripe but firm nectarines, pitted and quartered ½ tablespoon lemon juice  	Cedar wood imparts a lush, smoky aroma and flavor.  When cooking with planks, they need to be immersed in water at least an hour prior to grilling. A water-soaked plank produces a maximum smoke flavor and is more resistant to charring on the grill.  Fully emerge cedar planks in cold water, at least an hour prior to cooking  In a small saucepan over medium-high heat, combine the bourbon, honey and pepper. Bring to the boil and then reduce the heat to a simmer until the liquid has reduced by half, about 5 minutes. Remove the saucepan from the heat and let cool.   Arrange the nectarines, flesh side up, in a dish just enough to hold them in one layer and brush with lemon juice.  Use a silicone brush to lightly coat the nectarines with half of the honey-bourbon mixture and allow to marinate for at least 30 minutes to 1 hour.   Prepare a moderate charcoal fire or preheat a gas grill to medium. Close grill lid and preheat to around 375°F. Alternatively, preheat an oven to 375°F and place a rack in the center.  Remove the soaked cedar plank from the water and place on a grill rack. Close the grill and allow the board to heat for a few minutes until it begins to smoke or crackle. If using a plank for the first time, season the plank by placing it on a preheated grill for 2 minutes, turning once. Lightly toasting the plank on both sides will intensify its smoky flavor and prevent warping. When the plank starts crackling, it&#8217;s ready for cooking.  Using tongs, arrange the nectarines, cut side up, on the cedar plank. Cover the grill, or close the oven, and cook until nectarines are hot and tender, about 5 minutes.   To serve: Remove the plank from the grill or oven and transfer to a dessert plate. Drizzle with remaining honey-bourbon mixture and garnish with a dollop of freshly whipped cream or vanilla ice cream.  	
Beet and Goat Cheese Ravioli with Arugula Pesto Recipe | Sur La Table	Home /Recipes/Main Courses/Grains, Legumes & Pasta/Beet and Goat Cheese Ravioli with Arugula Pesto	By Tested and perfected in the Sur la Table kitchen	Makes 4 servings	  1 (6 to 8 ounce) red beet, cleaned ¼ cup fresh goat cheese 1 egg, beaten 2 tablespoons freshly grated Parmesan cheese Kosher salt and freshly ground black pepper 1 recipe fresh pasta dough (ingredients below)  2 cloves garlic, peeled &#190; cup almonds, toasted and chopped  4 cups packed arugula, wash and dried, stems removed 3 cups packed Italian flat-leaf parsley, washed and dried, stems removed 1/3 cup extra-virgin olive oil 1/3 cup grated Pecorino Romano cheese ¼ cup sherry vinegar Juice of one lemon Kosher salt and freshly ground black pepper  Basic Pasta Dough: Serves 2 as a main course and 4 as an appetizer.    1 cup all purpose flour 1 egg 1 tablespoon olive oil Salt  	This perfectly balanced dish combines earthy beets with a mild, creamy goat cheese. The nutty, yet slightly spicy, pesto offers depth of flavor and a wonderful, bright green color burst.   To prepare the ravioli filling: Preheat an oven to 425 degrees and position a rack in the middle. Wrap the beet in aluminum foil and place in a roasting pan and roast until tender, about 40 minutes. Transfer from the oven and let cool. Clean the beet and cut into quarters. In a food processor, fitted with a metal blade, add the beets and process until smooth. Add the goat cheese, egg and Parmesan. Season with salt and pepper and set aside.   To prepare arugula pesto: In the bowl of a food processor fitted with a metal blade, add garlic, almonds, arugula and parsley. Pulse to roughly chop. Add olive oil in a steady stream and process to a smooth paste. Stop motor and add cheese, vinegar and lemon juice, stirring by hand to combine. Taste and season with salt, pepper and more vinegar as needed.  To prepare the pasta dough: Mound the flour on a work surface. Make a well in the center of the flour and add the egg, olive oil and salt.  Mix the egg and oil together with a fork and gradually incorporate some of the flour to make a smooth dough.  When the dough has formed enough that you can handle it, continue to work in the flour by hand (without the fork). When the dough is no longer sticky, roll it with the pasta machine (continue to add flour) and cut the ribbons into 3-inch squares.   To prepare ravioli: Place 2 teaspoons of the filling in the center of each pasta square. Bring 1 corner of the square to the other, forming a triangle and seal the pasta completely. Add the pasta to a pot of boiling salted water. Reserve ¼cup of the pasta cooking water. Cook until al dente, about 2 to 3 minutes or until the pasta floats and is pale in color.   Remove the pasta from the water and drain well. Season with salt and pepper. Transfer the pasta to a medium bowl. Add one tablespoon of pesto at a time, tossing with each new addition until the pasta is well coated, adding pasta water and seasoning if necessary.                                              To serve: Divide the ravioli between 4 warmed serving plates and serve immediately. 	
Risotto Style Pasta with Olives, Arugula and Herbs Recipe | Sur La Table	Home /Recipes/Main Courses/Grains, Legumes & Pasta/Risotto Style Pasta with Olives, Arugula and Herbs	By All-Clad	Makes 4 servings	  1 shallot, peeled and thinly sliced 1 ½ teaspoon minced garlic ¼ teaspoon red pepper flakes 3 tablespoons olive oil ½ cup finely chopped pitted green olives 1 tablespoon capers, drained ¼ cup white wine 8 ounces ziti or other tubular pasta 3 to 4 cups chicken stock ¼ cup fresh basil, shredded 1 cup Baby Arugula Fresh Parmesan cheese  	Substituting Pasta for rice and cooking &#34;risotto style&#34; creates a creamy, delicious, flavor packed pasta dish.  Following the risotto method and cooking the pasta in broth rather than water, allows the pasta to absorb all of the flavors of the ingredients used in the sauce.  In the All-Clad Sear & Steam Pan, add the olive oil and cook the shallots, minced garlic and red pepper flakes over low heat, stirring for 1 to 2 minutes until garlic and shallot are soft but not browned.  Stir in the olives and capers, cook, stirring for 1 minute.  Add the white wine and stir to combine. Add the pasta and stir. The pasta will become glossy as the wine is absorbed.    When wine is absorbed, begin adding the stock, ½ cup at a time.  Continue stirring and adding additional stock, ½ cup at a time, until the pasta is al dente and the sauce coats the pasta. (approximately 15 minutes)  Remove the pan from the heat and add the fresh basil, stir to combine. Add the arugula and toss.  Serve the pasta with grated fresh Parmesan cheese.  	
Wild Mushroom Risotto with Truffle Oil Recipe | Sur La Table	Home /Recipes/Main Courses/Grains, Legumes & Pasta/Wild Mushroom Risotto with Truffle Oil		Makes 4 servings	  6 to 8 cups chicken stock Boiling water, as needed 1 tablespoon olive oil ½ stick (¼ cup) unsalted butter, divided ¼ pound fresh wild mushrooms (porcini, chanterelles or hedgehogs) trimmed and chopped into ½-inch pieces &#8531; cup (about 2 medium) finely chopped shallots 2 cups (about 14 ounces) Arborio or Carnaroli rice ¼ to ½ teaspoon white truffle oil, or to taste &#190; cup (1½ ounces) grated Parmigiano-Reggiano cheese 1 teaspoon chopped fresh chives  	Pour the chicken stock into a large saucepan and bring to a boil over high heat. Decrease the heat to the lowest setting, cover and keep hot.  Fill a small saucepan with water and heat over high heat until boiling. Lower heat, cover and keep hot.   In another large saucepan, heat olive oil and 1 tablespoon butter over medium-high heat until butter foams. When foaming subsides, add mushrooms and cook, stirring occasionally, until browned and any liquid they release is evaporated, about 4 minutes. Season with salt and pepper and transfer to a bowl using a slotted spoon. Set aside.   Return the saucepan to medium heat. Add 2 tablespoons butter and heat until butter foams. When foaming subsides, cook shallots until softened, stirring frequently with a wooden spoon, about 3 to 4 minutes. Add rice and cook, stirring constantly until evenly coated with butter and heated through, about 3 minutes. Increase heat to medium and, using a ladle, add about 1 cup of hot stock to the rice. Cook, stirring constantly with a wooden spoon, over medium heat until stock is almost fully absorbed. Add the remaining stock ½-cup at a time, stirring constantly and adding more broth only after the previous addition has been absorbed, until the rice begins to pull away from the sides of the pan, about 16 to 20 minutes. Adjust the heat so the rice simmers rapidly throughout the cooking. Use boiling water if stock has been used and rice requires more cooking time.  The risotto is done when it is creamy and the grains are plump and tender with a slight resistance to the bite. Season to taste with salt and white pepper. Remove from heat and stir in the remaining 1 tablespoon butter, saut&#233;ed mushrooms, truffle oil to taste, and Parmigiano-Reggiano cheese. If risotto is thick, use any leftover stock to thin as needed. To serve, ladle risotto into 4 warmed shallow serving bowls. Sprinkle with chives and serve immediately.  	
Pasta Alla Carbonara Recipe | Sur La Table	Home /Recipes/Main Courses/Grains, Legumes & Pasta/Pasta Alla Carbonara	By GreenPan	Makes 4 servings	  1 pound linguine 6 slices of pancetta 1 cup grated Parmesan cheese 3 large eggs yolks 2 plump garlic cloves (peeled and left whole)  ¼ cup unsalted butter salt and black pepper  	Crush garlic with the blade of a knife, just to bruise it and set aside. Add 1 tablespoon of salt to a large pot of water and bring to a boil; add the linguine. Once the water reaches a boil, cover and simmer for 10 minutes or until noodles are al dente (just cooked).    While the pasta is cooking, beat the eggs in a medium bowl. Add a pinch of freshly ground black pepper and set aside. Add the butter and garlic to a saut&#233; pan. Simmer on medium heat for about 5 minutes, until the pancetta is golden and crisp. Remove the garlic but continue to heat the pancetta on low.  Drain the water (retain ½ cup of the pasta water) and stir in a little bit of olive oil to prevent the cooked linguine from clumping. Add the linguine to the saut&#233; pan with the pancetta.  Next, mix the cheese in with the eggs. Remove the pan off the heat and quickly pour in the egg-cheese mixture.  Using tongs, lift up the pasta so it mixes easily with the mixture until everything is coated. Add a few tablespoons of the pasta cooking water to keep it saucy. Season with a little salt and pepper and enjoy! 	
Flank Steak & Frites Recipe | Sur La Table	Home /Recipes/Main Courses/Meat/Flank Steak & Frites	By Recipe courtesy of Anova		  8 oz/225 g flank steak ¼ teaspoon salt ¼ teaspoon pepper ¼ teaspoon garlic powder 1 Russet potato ~360g/12oz 4 Tablespoons olive oil, divided 2 Tablespoons Parmesan cheese ½ teaspoon salt ½ teaspoon pepper 2 Tablespoons butter, divided ½ c/80g shallot, minced 1 Tablespoon sugar/coconut palm sugar/monk fruit extract/xylitol/erythritol 1 clove garlic, crushed with the side of a knife 1 c/235ml red wine 1 c/235ml chicken or beef broth Pinch salt 2 Tablespoons chopped parsley 	Set your Anova Precision Cooker to 131ºF/55ºC.  Liberally season both sides of your flank steak with salt, pepper, and garlic powder. You are welcome to use more or less of any of these ingredients to your taste.  Use the immersion method to release as much air as possible from the bag and seal.  Place into the heated bath and set the timer for 90 minutes.  Remove from the bath and pat dry with paper towel or kitchen cloth.  Sear as desired. We used a cast iron pan brushed with 1 Tablespoon avocado oil.  Slice 1/4 - 1/2"/6 - 12mm thick against the grain to optimize tenderness and set aside.  While the steak is in the bath, preheat oven to 400ºF/205ºC.  Peel and cut potato into thin batonnets, about 1/4" x 1/4" x 2-3" dimensions. (6mm x 6mm x 5-6cm)  In a small bowl, toss the potato sticks with 2 Tablespoons olive oil, 2 Tablespoons parmesan, 1 Tablespoon parsley, 1/2 teaspoons of salt & pepper.  Transfer to a baking tray lined with parchment and place in a single layer.  Pop in the warmed oven for 30 minutes, flipping at the 15 minute mark.  Red Wine Shallot Sauce:  Once potatoes are in the oven, add 2 Tablespoons olive oil and 1 Tablespoon butter to a saute pan over medium high heat. Once melted, add the minced shallot and a pinch of salt. Stir to coat shallot with melted butter/olive oil combination, and sweat for 3 minutes while it starts to become translucent.  Add the sugar or substitute, crushed garlic clove, wine, and chicken stock and reduce the mixture by 2/3, which will take about 15 minutes. Once the reduction is complete, remove the pan from heat.  Divide sliced steak between two plates and drizzle with red wine sauce. Top with frites, garnish with 1 Tablespoon per plate of chopped parsley, and enjoy! We added a little bowl of Cheater's Aioli for dipping, too.	
Grilled Lamb Pita Sliders with Feta and Mint Pesto Recipe | Sur La Table	Home /Recipes/Main Courses/Meat/Grilled Lamb Pita Sliders with Feta and Mint Pesto	By Tested and perfected in the Sur la Table kitchen	Makes 24 servings	  2 cloves garlic, peeled &#190; cup chopped almonds, toasted 1 large bunch parsley, washed and dried, stems removed 2 small bunches mint, washed and dried, stems removed 1/3 cup extra-virgin olive oil 1/3 cup grated Parmesan cheese ¼ cup freshly squeezed lemon juice, as needed Kosher salt and freshly ground black pepper Vegetable oil, for brushing grill grates 2 pounds ground sirloin 1 pound ground lamb 1 tablespoon dried oregano 2 teaspoons dried marjoram 12 pita rounds (to be halved) 1 pound feta cheese, crumbled  	Give your sliders a Mediterranean twist by mixing ground lamb into sirloin, adding Greek spices to the blend and serving in pita bread. The mint pesto will keep in the refrigerator for 2 days. To store, pour a thin layer of olive oil over the top, and press a piece of plastic wrap directly on the surface before placing the lid on the container.  To prepare pesto, place garlic, almonds, parsley and mint in the bowl of a food processor fitted with a metal blade. Pulse to a rough chop. Add olive oil in a steady stream and process to a smooth paste. Stop motor and add cheese and 2 tablespoons lemon juice, stirring by hand to combine. Taste and season with salt, pepper, and additional lemon juice as needed.  To prepare burgers, prepare a moderate charcoal fire, preheat a gas grill to medium, or heat a large grill pan over medium heat. Brush grill grates or grill pan with a thin coating of vegetable oil using a silicone pastry brush.   Place ground meats and dried spices in a large mixing bowl. Using your hands, mix gently until well combined. Shape meat mixture into 24 (1-inch thick) patties, about 2 ounces each. Sprinkle patties generously on both sides with salt and pepper.   Toast pita rounds, then cut in half. Keep toasted pita warm in oven until ready to serve.  Place patties on preheated grill and cook until well browned on bottom and almost halfway cooked through, about 3 to 4 minutes. Flip burgers and grill on second side until cooked to desired doneness, about 3 minutes longer for medium-rare.   Transfer toasted pita to work surface and place burgers inside pita halves. Drizzle pesto over burger, and top with crumbled feta cheese. Serve immediately.  	
Spent Coffee Short Rib Chili Recipe | Sur La Table	Home /Recipes/Main Courses/Meat/Spent Coffee Short Rib Chili	By Recipe courtesy of Scraps	Makes 6 servings	  1 tablespoon grapeseed oil 2 ½ pounds boneless beef short ribs Coarse sea salt 3 medium yellow onions, peeled and chopped 2 tablespoons chili powder 2 tablespoons ground cumin 1 tablespoon smoked paprika 2 tablespoons dark brown sugar 1 star anise ½ cup brandy 1 (28-ounce) can diced tomatoes 2 tablespoons spent coffee grounds 1 quart chicken stock, homemade or bought 1 ½ cups French brown lentils 1 cup packaged fried shallots (get them at any Asian grocery or online)  2 cups shredded sharp white cheddar cheese  	Imagine how many cups of coffee are brewed every single morning, and every one of those cups results in a couple of tablespoons of used coffee grounds. The aroma of coffee is intoxicating, and it’s still there even after the beans are spent. I love their roasted chocolate notes with assertive red meats, like the short ribs in this chili.   Get the oil hot in a large Dutch oven over medium-high heat. Season the short ribs with a good amount of salt. Brown the meat on all sides for about 3 minutes per side. Don’t crowd the pot. If the pieces of meat touch, they will steam and not brown. Remove them and continue browning the rest of the short ribs. Remove onto the pot lid, turned upside down to catch the juices.  Add the onions to the Dutch oven and cook until they start to brown, about 5 minutes. Stir when it looks like they could use stirring.  Stir in the ground spices, brown sugar, and star anise and cook until the smell of the spices is strong, a minute or so.  Add the brandy. Stand back, as the brandy could flame. If it does, cover with a lid to douse the flames. Another lid, not the one holding the short ribs. Cook until the pot is almost dry. Add the tomatoes with their juices. Add the spent coffee grounds, stock, short ribs, and any accumulated juices. Cover and simmer over low heat until the meat is fork-tender, about 2½ hours.  Stir in the lentils and continue to simmer, covered, until the lentils are tender, about 30 minutes.  Remove the short ribs from the chili. Using two forks, shred the meat into bite-size pieces. Stir back into the chili. Serve garnished with the fried shallots and cheese. 	
Oaxacan-Style Roasted Pork Tenderloin with Mole Verde Recipe | Sur La Table	Home /Recipes/Main Courses/Meat/Oaxacan-Style Roasted Pork Tenderloin with Mole Verde	By Recipe developed for Sur La Table's Cooking Classes	Makes 4 servings	  Pork marinade: 3 whole guajillo or pasilla chiles  ¼ cup water  ¼ cup apple cider vinegar           3 medium garlic cloves   1½ teaspoons sea salt  1 teaspoon black pepper, freshly ground               2 teaspoons Mexican oregano  1 teaspoon ground cinnamon      ¼ teaspoon ground cloves 2 tablespoons vegetable oil  1½ pounds pork tenderloin, trimmed as needed    Green mole: ½ pound tomatillos, husked, rinsed and halved ½ large white onion, roughly chopped 2 tablespoons vegetable oil, divided  Sea salt and freshly ground black pepper &#8531; cup raw green pumpkin seeds (pepitas)  1 large garlic clove, chopped 1 medium jalapeno, seeded and chopped 1 teaspoon toasted and freshly ground cumin  1 teaspoon Mexican oregano 1 teaspoon sugar (optional)  2 cups low-sodium chicken broth, plus more as needed   1 cup loosely packed fresh cilantro leaves, plus more for garnish  ¼ cup loosely packed flat-leaf parsley ½ cup fresh epazote (optional)  1 to 2 tablespoons fresh lime juice  Warm tortillas, for serving   	Tomatillos are a staple in Mexican cuisine, often used in green salsas and sauces like mole. The tomatillo fruit is surrounded by an inedible, paper-like husk that must be removed. The fruit is often slightly sticky and should be rinsed to remove any dirt or particles before using.  To prepare the marinade: In a heavy skillet over medium heat, toast chiles, turning frequently, until darkened and soft, about 30 seconds. Transfer to a cutting board, remove stems and seeds.  Place chiles in a small saucepan with water and vinegar and place over medium heat to hydrate for 10 minutes. Transfer softened chiles and liquid to a blender. Add remaining marinade ingredients, except pork, and blend smooth. Once cooled, place the pork in a dish and pour marinade over, refrigerate for 2 to 4 hours, turning a couple of times throughout. Let tenderloin sit out at room temperature for 30 minutes before roasting.     Preheat oven to 425°F, with racks placed in the center and upper portion of the oven.    To prepare the mole: In a medium bowl, combine tomatillos, onion and one tablespoon oil; toss to coat. Transfer to a baking sheet and lightly season with salt and pepper. Roast in the oven for 15 minutes or until tomatillos and onions are browned and crispy on the edges.   In a medium saucepan over medium-high heat, add remaining tablespoon of oil. Toast pumpkin seeds in the hot oil, stirring constantly, until they have expanded and begin to pop, about 2 minutes. Add garlic and jalapeno to the pan and saut&#233; until aromatic, about 1 minute.  Add cumin and oregano, roasted tomatillos and onion, sugar, ½ teaspoon of salt, chicken broth and bring to a simmer, stirring occasionally for 10 minutes.   Remove saucepan from heat, add cilantro, parsley and epazote if using, and puree with an immersion blender, or transfer to a blender. (If using a blender, start on the lowest setting and remember to vent the lid to release the steam.) Once pureed smooth, reheat sauce over medium-low heat. Adjust consistency with additional broth as needed. Taste and adjust seasoning with salt, pepper and lime juice.  To roast tenderloin: Line a roasting pan or rimmed baking sheet with foil and place a wire rack over. Drizzle oil over the meat and spoon marinade over to evenly coat. Set tenderloin on the prepared roasting rack and transfer to the oven and roast for 25 to 30 minutes or until an instant-read thermometer placed in the thickest part of the meat registers 145°F. Transfer to a cutting board and rest for 10 minutes, tented loosely with foil.   To serve: Slice tenderloin at an angle into thin pieces. Spoon mole into the center of a large serving platter and arrange tenderloin over the top, garnish with cilantro and serve with warm tortillas. Note: pork pictured with grilled zucchini.  	
Instant Pot Lamb Chops with Creamed Cauliflower Recipe | Sur La Table	Home /Recipes/Main Courses/Meat/Instant Pot Lamb Chops with Creamed Cauliflower	By Rebecca White, A Pleasant Little Kitchen	Makes 4 to 6 servings	  3 lbs lamb chops 3 tsp kosher salt 3 to 4 sprigs rosemary, leaves removed 1 rosemary sprig 1 tbsp extra-virgin olive oil 2 tbsp unsalted buttered 1 tbsp tomato paste 1 c beef stock 1 shallot, peeled and halved Creamed cauliflower, recipe below Pickled red onions, optional topping  For the Creamed Cauliflower: 1 head cauliflower, cut into florets 1 celery stalk, quartered 3 garlic cloves, crushed 2 c chicken stock Water 1 tbsp unsalted butter ½ tsp kosher salt ½ c milk (or less depending on the size of the cauliflower)  &#190; tbsp cream ¼ c celery leaves, chopped  	A quick sear and cook in the Instant Pot Ultra creates a decadent meal of salty lamb chops and a rosemary and tomato infused pan sauce. Serve on top of creamed cauliflower and top with pickled red onions for a show stopping dinner that takes only minutes to prepare.  Thirty minutes before cooking, remove the lamb chops from the fridge and place on a rimmed baking sheet.  Evenly distribute the salt and rosemary leaves on both sides of the lamb chops.  Add the olive oil and butter into the Instant Pot. Set the sauté feature to 12 minutes.  Brown the lamb chops, one minute per side in batches of three.  Once all lamb chops have been browned, add the tomato paste and shallot. Cook for 1-2 minutes, until the tomato paste is browned. Stir frequently.  Deglaze with the beef stock.  Add lamb chops and their juices to the Instant Pot. Cover and cook on high pressure for 2 minutes.  Once cooked, release pressure immediately.  Place the lamb chops on top of creamed cauliflower, top with pan sauce and pickled red onions.  For the Cauliflower: Place the cauliflower, celery, garlic and chicken stock in a saucepan. Then, add enough water to cover. Bring to a boil over medium-high heat. Cook until softened, about 15 minutes.  Drain the liquid and then add the butter, salt, milk and cream. Using an immersion blender (or food processor or blender), puree the cauliflower mixture until it is creamy and smooth. Stir in the celery leaves.  	
D&#8217;artagnan Wild Boar Ragu Recipe | Sur La Table	Home /Recipes/Main Courses/Meat/D&#8217;artagnan Wild Boar Ragu	By D'Artagnan		  5 lbs D&#8217;Artagnan wild boar stew meat 4 tbsp olive oil  4 cups medium diced yellow onion  4 large cloves of garlic, minced 8 links D&#8217;Artagnan wild boar sausage, each cut into 4 pieces  8 oz D&#8217;Artagnan wild boar bacon, diced  1 cup red wine 15 oz D&#8217;Artagnan veal demi-glace ½ cup tomato paste  3 bay leaves  1 tsp fresh thyme leaves or ¼ tsp dry  1 pound D&#8217;Artagnan fresh organic chef&#8217;s mix mushrooms  salt and pepper to taste   	<p>Season the meat by tossing it in a large bowl with salt and pepper.  Heat 2 tbsp of olive oil in a large heavy skillet and brown the wild boar stew meat in batches over high heat to sear in the juices.  Add olive oil as needed with each batch. Let the meat drain in a colander set over a bowl to reserve the juices.</p> <p>In a large Dutch oven or ovenproof casserole, cook the wild boar sausage and diced wild boar bacon until browned, then add the onion and cook over medium-high heat, stirring frequently, until onion is also browned, about 10 minutes. Reduce the heat if onion begins to burn. Add the garlic and saut&#233; for 2 minutes more.</p> <p>Preheat the oven to 350&#186; F. Add the wine and demi-glace and bring the liquid to a boil, stirring frequently. Add the tomato paste, wild boar stew meat and bay leaves. Skim the fat from the reserved meat drippings and add the drippings to the stew; mix well and reduce to a simmer immediately. Simmer for 10 minutes, skimming off any fat that rises to the surface. Cover the pot and cook in the preheated oven for 2 for3 hours. Check occasionally as it cooks and skim off any fat from the surface.</p> <p>Heat 2 tbsp olive oil in a pan and saut&#233; 1 lb mushrooms</p> <p>Remove the casserole from the oven and serve immediately, or let the casserole stand, covered, and reheat before serving.</p> <p>To plate, arrange the saut&#233;ed mushrooms around the ragu or layer atop each portion.</p> <p>This stew will keep in the refrigerator for 4 to 5 days.</p> 	
Walnut Pesto Stuffed Pork Roast Recipe | Sur La Table	Home /Recipes/Main Courses/Meat/Walnut Pesto Stuffed Pork Roast	By Sur La Table & Andrews McMeel Publishing	Makes 8 servings	  Brine: ½ cup coarse salt 1 cup hot water 2 quarts very cold water 1 cup ice cubes 1 (3½- to 4-pound) boneless pork loin, untied   Walnut Pesto: 3 cups packed fresh basil leaves 1 cup extra-virgin olive oil ½ cup chopped walnuts 2 cloves garlic, chopped 1 teaspoon coarse salt ½ teaspoon freshly ground black pepper &#178;&#8260;3 cup grated Parmigiano-Reggiano cheese  	 Brining time: 12 to 24 hours Prep time: 15 minutes Cook time: 1¼ hours   In summer, when big bunches of fresh basil are sold everywhere, take advantage of the bounty and make batches of pesto. Classic pesto is typically made with basil, pine nuts, and pecorino romano cheese, but this adaptation is made with walnuts and Parmesan cheese and is slathered in the center and on top of the pork roast. Because the loin is lean, brining is recommended for 12 to 24 hours before roasting.   Walnut Pesto: One day before roasting the pork, make the brine: In a large bowl, dissolve the salt in the hot water. Add the cold water and the ice cubes. Place the pork in a large, heavy-duty resealable plastic bag. Add the brine and seal the bag closed. Seal it in a second plastic bag for reinforcement. (Or, use any large container and cover it tightly.) Place on a rimmed sheet pan and refrigerate for 12 to 24 hours. When ready to cook, drain the brining liquid and discard, and then wipe the roast dry with paper towels. Let stand at room temperature for 30 minutes before roasting.  Meanwhile, make the pesto: In blender or food processor, combine the basil, ½ cup of the oil, and the walnuts, garlic, salt, and pepper, and process until finely chopped. With the motor running, slowly add the remaining ½ cup of olive oil and process until the mixture is well blended. Be careful not to overprocess the pesto. You should be able to see small pieces of basil throughout. Transfer the pesto to a small bowl and stir in the cheese.  Preheat the oven to 400°F. Have ready a large roasting pan with a rack. Cut 8 pieces of cooking string each about 18 inches long, or have ready silicone ties. Place the pork loin on a cutting board and butterfly it by making a slit along the side from the top to the bottom, cutting just deep enough so that the loin opens up and lies flat like a book. Using a thin, flat metal spatula or a narrow rubber spatula, slather the cut surface with about ½ cup of the pesto. Fold it over and tie firmly, but not too tightly, at 1- inch intervals with the lengths of string or the ties.  Place the tied loin on the rack in the roasting pan. Roast for 45 minutes. Remove the pan from the oven and slather about ¼ cup of the remaining pesto on top of the roast. Continue roasting for 30 minutes longer, or until an instant-read thermometer registers 135°F. Remove from the oven and let rest for 10 minutes. As the pork rests, the internal temperature will rise to 145°F, or medium-rare.  Using 2 broad spatulas, lift the roast from the rack to a cutting board. Snip off the strings, or remove the silicone ties. Cut the pork into ½-inch-thick slices. Arrange the slices, overlapping them, on a large platter. Drizzle any juices from the cutting board over the meat. Serve warm or at room temperature. Pass the remaining pesto at the table.  	
